Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Work Life Balance,Age,Attrition %,Daily Rate,Distance From Home,dummy,Education,Employee Count,Environment Satisfaction,female#,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,male#,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,Human Resources,Other,1419,Male,Human Resources,Single,No,Y,3,Avg,29,0.00%,332,17,0,3,1,2,0,51,2,3,1,1,7988,9769,1,13,3,1,80,0,10,10,9,0,9
No,Travel_Rarely,Human Resources,Life Sciences,1778,Male,Human Resources,Single,No,Y,5,Good,43,0.00%,244,2,0,3,1,2,0,97,3,1,4,1,3539,5033,0,13,3,2,80,0,10,9,7,1,8
No,Travel_Rarely,Research & Development,Technical Degree,1694,Male,Research Scientist,Divorced,No,Y,1,Good,55,0.00%,1441,22,0,3,1,1,0,94,2,1,2,1,3537,23737,5,12,3,4,80,1,8,4,2,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1506,Male,Research Scientist,Divorced,No,Y,2,Bad,28,0.00%,1423,1,0,3,1,1,0,72,2,1,3,1,1563,12530,1,14,3,4,80,1,1,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1892,Male,Manager,Divorced,No,Y,3,Good,40,0.00%,1137,1,0,4,1,1,0,98,3,4,1,1,16823,18991,2,11,3,1,80,1,22,19,7,11,16
No,Travel_Rarely,Research & Development,Life Sciences,1881,Male,Laboratory Technician,Divorced,No,Y,2,Good,31,0.00%,311,20,0,3,1,2,0,89,3,2,3,1,4197,18624,1,11,3,1,80,1,10,10,8,0,2
No,Travel_Rarely,Research & Development,Medical,1627,Male,Laboratory Technician,Divorced,No,Y,3,Good,39,0.00%,170,3,0,2,1,3,0,76,2,2,3,1,3069,10302,0,15,3,4,80,1,11,10,8,0,7
No,Travel_Rarely,Research & Development,Medical,1474,Male,Research Scientist,Divorced,No,Y,3,Best,40,0.00%,896,2,0,3,1,3,0,68,3,1,3,1,2345,8045,2,14,3,3,80,1,8,3,1,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1857,Male,Manufacturing Director,Divorced,No,Y,4,Avg,46,0.00%,706,2,0,2,1,4,0,82,3,3,4,1,8578,19989,3,14,3,3,80,1,12,9,8,4,7
No,Travel_Rarely,Research & Development,Technical Degree,1599,Male,Laboratory Technician,Divorced,No,Y,0,Good,43,0.00%,990,27,0,3,1,4,0,87,4,1,2,1,4876,5855,5,12,3,3,80,1,8,6,4,0,2
No,Travel_Rarely,Research & Development,Life Sciences,1940,Male,Research Scientist,Divorced,No,Y,0,Best,38,0.00%,1206,9,0,2,1,2,0,71,3,1,4,1,4771,14293,2,19,3,4,80,2,10,5,2,0,3
No,Travel_Rarely,Research & Development,Medical,1424,Male,Research Director,Divorced,No,Y,4,Best,55,0.00%,1136,1,0,4,1,2,0,81,4,4,4,1,14732,12414,2,13,3,4,80,2,31,7,7,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1484,Male,Healthcare Representative,Divorced,No,Y,3,Good,49,0.00%,1490,7,0,4,1,3,0,35,3,3,2,1,10466,20948,3,14,3,2,80,2,29,8,7,0,7
No,Travel_Rarely,Research & Development,Life Sciences,1859,Male,Healthcare Representative,Divorced,No,Y,3,Good,29,0.00%,726,29,0,1,1,4,0,93,1,2,3,1,6384,21143,8,17,3,4,80,2,11,7,0,1,6
No,Travel_Rarely,Research & Development,Other,1619,Male,Laboratory Technician,Divorced,No,Y,3,Good,27,0.00%,1302,19,0,3,1,4,0,67,2,1,1,1,4066,16290,1,11,3,1,80,2,7,7,7,0,7
No,Travel_Rarely,Research & Development,Medical,1671,Male,Research Scientist,Divorced,No,Y,4,Avg,32,0.00%,977,2,0,3,1,4,0,45,3,2,2,1,5470,25518,0,13,3,3,80,2,10,9,5,1,6
No,Travel_Rarely,Research & Development,Technical Degree,1553,Male,Healthcare Representative,Divorced,No,Y,4,Good,45,0.00%,538,1,0,4,1,1,0,66,3,3,2,1,7441,20933,1,12,3,1,80,3,10,10,8,7,7
No,Travel_Rarely,Research & Development,Medical,1725,Male,Laboratory Technician,Divorced,No,Y,2,Best,24,0.00%,506,29,0,1,1,2,0,91,3,1,1,1,3907,3622,1,13,3,2,80,3,6,6,2,1,2
No,Travel_Rarely,Research & Development,Technical Degree,1551,Male,Laboratory Technician,Divorced,No,Y,3,Good,24,0.00%,350,21,0,2,1,3,0,57,2,1,1,1,2296,10036,0,14,3,2,80,3,2,1,1,0,0
No,Travel_Rarely,Research & Development,Other,1871,Male,Research Scientist,Divorced,No,Y,2,Good,39,0.00%,835,19,0,4,1,4,0,41,3,2,4,1,3902,5141,8,14,3,2,80,3,7,2,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,2031,Male,Manager,Married,No,Y,2,Avg,42,0.00%,300,2,0,3,1,1,0,56,3,5,3,1,18880,17312,5,11,3,1,80,0,24,22,6,4,14
No,Travel_Rarely,Research & Development,Medical,1543,Male,Research Scientist,Married,No,Y,2,Good,37,0.00%,674,13,0,3,1,1,0,47,3,2,4,1,4285,3031,1,17,3,1,80,0,10,10,8,3,7
No,Travel_Rarely,Research & Development,Life Sciences,1434,Male,Laboratory Technician,Married,No,Y,3,Best,27,0.00%,1377,11,0,1,1,2,0,91,3,1,1,1,2099,7679,0,14,3,2,80,0,6,5,0,1,4
No,Travel_Rarely,Research & Development,Life Sciences,1621,Male,Research Scientist,Married,No,Y,2,Good,35,0.00%,819,18,0,5,1,2,0,48,4,2,1,1,5208,26312,1,11,3,4,80,0,16,16,15,1,10
No,Travel_Rarely,Research & Development,Medical,2068,Male,Laboratory Technician,Married,No,Y,3,Best,34,0.00%,628,8,0,3,1,2,0,82,4,2,3,1,4404,10228,2,12,3,1,80,0,6,4,3,1,2
No,Travel_Rarely,Research & Development,Medical,1689,Male,Healthcare Representative,Married,No,Y,2,Good,53,0.00%,1395,24,0,4,1,2,0,48,4,3,4,1,7005,3458,3,15,3,3,80,0,11,4,3,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1867,Male,Research Director,Married,No,Y,3,Good,48,0.00%,1224,10,0,3,1,4,0,91,2,5,2,1,19665,13583,4,12,3,4,80,0,29,22,10,12,9
No,Travel_Rarely,Research & Development,Medical,1989,Male,Laboratory Technician,Married,No,Y,6,Avg,30,0.00%,911,1,0,2,1,4,0,76,3,1,2,1,3748,4077,1,13,3,3,80,0,12,12,8,1,7
No,Travel_Rarely,Research & Development,Life Sciences,1954,Male,Healthcare Representative,Married,No,Y,5,Avg,29,0.00%,136,1,0,3,1,1,0,89,3,2,1,1,5373,6225,0,12,3,1,80,1,6,5,3,0,2
No,Travel_Rarely,Research & Development,Technical Degree,1473,Male,Healthcare Representative,Married,No,Y,0,Avg,49,0.00%,1495,5,0,4,1,1,0,96,3,2,3,1,6651,21534,2,14,3,2,80,1,20,3,2,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1971,Male,Healthcare Representative,Married,No,Y,1,Good,43,0.00%,574,11,0,3,1,1,0,30,3,3,3,1,7510,16873,1,17,3,2,80,1,10,10,9,0,9
No,Travel_Rarely,Research & Development,Technical Degree,1415,Male,Laboratory Technician,Married,No,Y,2,Avg,25,0.00%,949,1,0,3,1,1,0,81,3,1,4,1,3229,4910,4,11,3,2,80,1,7,3,2,0,2
No,Travel_Rarely,Research & Development,Technical Degree,1438,Male,Research Scientist,Married,No,Y,2,Avg,47,0.00%,465,1,0,3,1,1,0,74,3,1,4,1,3420,10205,7,12,3,3,80,1,17,6,5,1,2
No,Travel_Rarely,Research & Development,Medical,1826,Male,Laboratory Technician,Married,No,Y,2,Best,35,0.00%,185,23,0,4,1,2,0,91,1,1,3,1,2705,9696,0,16,3,2,80,1,6,5,4,0,3
No,Travel_Rarely,Research & Development,Medical,1609,Male,Research Scientist,Married,No,Y,3,Avg,30,0.00%,241,7,0,3,1,2,0,48,2,1,2,1,2141,5348,1,12,3,2,80,1,6,6,4,1,1
No,Travel_Rarely,Research & Development,Medical,1696,Male,Laboratory Technician,Married,No,Y,3,Best,34,0.00%,1157,5,0,2,1,2,0,57,2,2,4,1,3986,11912,1,14,3,3,80,1,15,15,10,4,13
No,Travel_Rarely,Research & Development,Technical Degree,1931,Male,Research Scientist,Married,No,Y,3,Avg,27,0.00%,1354,2,0,4,1,2,0,41,3,1,2,1,2226,6073,1,11,3,3,80,1,6,5,3,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1721,Male,Laboratory Technician,Married,No,Y,2,Best,31,0.00%,741,2,0,4,1,2,0,69,3,1,3,1,3477,18103,1,14,3,4,80,1,6,5,2,0,3
No,Travel_Rarely,Research & Development,Life Sciences,1729,Male,Research Scientist,Married,No,Y,2,Avg,30,0.00%,793,16,0,1,1,2,0,33,3,1,4,1,2862,3811,1,12,3,2,80,1,10,10,0,0,8
No,Travel_Rarely,Research & Development,Life Sciences,1580,Male,Research Scientist,Married,No,Y,3,Avg,34,0.00%,1351,1,0,4,1,2,0,45,3,2,4,1,5484,13008,9,17,3,2,80,1,9,2,2,2,1
No,Travel_Rarely,Research & Development,Life Sciences,1903,Male,Healthcare Representative,Married,No,Y,5,Good,44,0.00%,170,1,0,4,1,2,0,78,4,2,1,1,5033,9364,2,15,3,4,80,1,10,2,0,2,2
No,Travel_Rarely,Research & Development,Medical,1542,Male,Laboratory Technician,Married,No,Y,3,Good,42,0.00%,1210,2,0,3,1,3,0,68,2,1,2,1,4841,24052,4,14,3,2,80,1,4,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1601,Male,Laboratory Technician,Married,No,Y,5,Avg,35,0.00%,1349,7,0,2,1,3,0,63,2,1,4,1,2690,7713,1,18,3,4,80,1,1,1,0,0,1
No,Travel_Rarely,Research & Development,Medical,1911,Male,Research Director,Married,No,Y,3,Best,42,0.00%,1396,6,0,3,1,3,0,83,3,3,1,1,13348,14842,9,13,3,2,80,1,18,13,7,5,7
No,Travel_Rarely,Research & Development,Life Sciences,1799,Male,Research Scientist,Married,No,Y,6,Best,28,0.00%,1181,1,0,3,1,3,0,82,3,1,4,1,2044,5531,1,11,3,3,80,1,5,5,3,0,3
No,Travel_Rarely,Research & Development,Life Sciences,1763,Male,Healthcare Representative,Married,No,Y,3,Good,30,0.00%,305,16,0,3,1,3,0,58,4,2,3,1,5294,9128,3,16,3,3,80,1,10,7,0,1,7
No,Travel_Rarely,Research & Development,Medical,1707,Male,Research Scientist,Married,No,Y,1,Good,24,0.00%,581,9,0,3,1,3,0,62,4,1,3,1,4401,17616,1,16,3,4,80,1,5,5,3,0,4
No,Travel_Rarely,Research & Development,Medical,2062,Male,Healthcare Representative,Married,No,Y,5,Good,39,0.00%,613,6,0,1,1,4,0,42,2,3,1,1,9991,21457,4,15,3,1,80,1,9,7,7,1,7
No,Travel_Rarely,Research & Development,Life Sciences,1523,Male,Research Director,Married,No,Y,1,Best,44,0.00%,136,28,0,3,1,4,0,32,3,4,1,1,16328,22074,3,13,3,3,80,1,24,20,6,14,17
No,Travel_Rarely,Research & Development,Life Sciences,1728,Male,Manufacturing Director,Married,No,Y,3,Good,35,0.00%,1370,27,0,4,1,4,0,49,3,2,3,1,6883,5151,2,16,3,2,80,1,17,7,7,0,7
No,Travel_Rarely,Research & Development,Life Sciences,1798,Male,Research Scientist,Married,No,Y,1,Good,33,0.00%,867,8,0,4,1,4,0,90,4,1,1,1,3143,6076,6,19,3,2,80,1,14,10,8,7,6
No,Travel_Rarely,Research & Development,Technical Degree,1592,Male,Research Scientist,Married,No,Y,2,Good,23,0.00%,977,10,0,3,1,4,0,45,4,1,3,1,2073,12826,2,16,3,4,80,1,4,2,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,1682,Male,Healthcare Representative,Married,No,Y,2,Avg,36,0.00%,1351,26,0,4,1,1,0,80,3,2,3,1,5347,7419,6,14,3,2,80,2,10,3,2,0,2
No,Travel_Rarely,Research & Development,Life Sciences,2012,Male,Laboratory Technician,Married,No,Y,3,Avg,40,0.00%,543,1,0,4,1,1,0,83,3,1,4,1,2406,4060,8,19,3,3,80,2,8,1,0,0,0
No,Travel_Rarely,Research & Development,Medical,1803,Male,Healthcare Representative,Married,No,Y,2,Avg,42,0.00%,1128,13,0,3,1,2,0,95,4,2,1,1,5538,5696,5,18,3,3,80,2,10,0,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1596,Male,Laboratory Technician,Married,No,Y,3,Avg,35,0.00%,750,28,0,3,1,2,0,46,4,2,3,1,3407,25348,1,17,3,4,80,2,10,10,9,6,8
No,Travel_Rarely,Research & Development,Life Sciences,1514,Male,Manufacturing Director,Married,No,Y,2,Avg,28,0.00%,1083,29,0,1,1,3,0,96,1,2,2,1,6549,3173,1,14,3,2,80,2,8,8,6,1,7
No,Travel_Rarely,Research & Development,Life Sciences,1558,Male,Research Scientist,Married,No,Y,2,Avg,29,0.00%,598,9,0,3,1,3,0,91,4,1,3,1,2451,22376,6,18,3,1,80,2,5,1,0,0,0
No,Travel_Rarely,Research & Development,Medical,1618,Male,Manufacturing Director,Married,No,Y,3,Good,39,0.00%,1387,10,0,5,1,2,0,76,3,2,1,1,5377,3835,2,13,3,4,80,3,10,7,7,7,7
No,Travel_Rarely,Research & Development,Medical,1698,Male,Laboratory Technician,Married,No,Y,6,Good,33,0.00%,267,21,0,3,1,2,0,79,4,1,2,1,2028,13637,1,18,3,4,80,3,14,14,11,2,13
No,Travel_Rarely,Research & Development,Medical,1770,Male,Research Director,Married,No,Y,2,Good,55,0.00%,478,2,0,3,1,3,0,60,2,5,1,1,19038,19805,8,12,3,2,80,3,34,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1631,Male,Manufacturing Director,Married,No,Y,2,Avg,37,0.00%,671,19,0,3,1,3,0,85,3,2,3,1,5768,26493,3,17,3,1,80,3,9,4,3,0,2
No,Travel_Rarely,Research & Development,Medical,1718,Male,Laboratory Technician,Married,No,Y,3,Best,26,0.00%,390,17,0,4,1,4,0,62,1,1,3,1,2305,6217,1,15,3,3,80,3,3,3,2,0,2
No,Travel_Rarely,Research & Development,Life Sciences,1435,Male,Laboratory Technician,Single,No,Y,2,Avg,36,0.00%,172,4,0,4,1,1,0,37,2,2,4,1,5810,22604,1,16,3,3,80,0,10,10,4,1,8
No,Travel_Rarely,Research & Development,Life Sciences,1659,Male,Laboratory Technician,Single,No,Y,4,Good,36,0.00%,311,7,0,3,1,1,0,77,3,1,2,1,2013,10950,2,11,3,3,80,0,15,4,3,1,3
No,Travel_Rarely,Research & Development,Life Sciences,1533,Male,Laboratory Technician,Single,No,Y,2,Good,23,0.00%,507,20,0,1,1,1,0,97,3,2,3,1,2272,24812,0,14,3,2,80,0,5,4,3,1,2
No,Travel_Rarely,Research & Development,Medical,1577,Male,Research Scientist,Single,No,Y,4,Bad,34,0.00%,479,7,0,4,1,1,0,35,3,1,4,1,2972,22061,1,13,3,3,80,0,1,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,2014,Male,Research Scientist,Single,No,Y,2,Good,39,0.00%,116,24,0,1,1,1,0,52,3,2,4,1,4108,5340,7,13,3,1,80,0,18,7,7,1,7
No,Travel_Rarely,Research & Development,Life Sciences,1981,Male,Healthcare Representative,Single,No,Y,2,Avg,24,0.00%,771,1,0,2,1,2,0,45,2,2,3,1,4617,14120,1,12,3,2,80,0,4,4,3,1,2
No,Travel_Rarely,Research & Development,Medical,2008,Male,Research Scientist,Single,No,Y,5,Good,35,0.00%,1395,9,0,4,1,2,0,48,3,2,3,1,5098,18698,1,19,3,2,80,0,10,10,7,0,8
No,Travel_Rarely,Research & Development,Life Sciences,1814,Male,Healthcare Representative,Single,No,Y,3,Bad,41,0.00%,447,5,0,3,1,2,0,85,4,2,2,1,6870,15530,3,12,3,1,80,0,11,3,2,1,2
No,Travel_Rarely,Research & Development,Life Sciences,2048,Male,Research Scientist,Single,No,Y,2,Good,40,0.00%,1322,2,0,4,1,3,0,52,2,1,3,1,2809,2725,2,14,3,4,80,0,8,2,2,2,2
No,Travel_Rarely,Research & Development,Medical,1952,Male,Laboratory Technician,Single,No,Y,6,Avg,26,0.00%,157,1,0,3,1,3,0,95,3,1,1,1,2867,20006,0,13,3,4,80,0,8,7,7,7,6
No,Travel_Rarely,Research & Development,Life Sciences,1727,Male,Healthcare Representative,Single,No,Y,3,Good,46,0.00%,717,13,0,4,1,3,0,34,3,2,2,1,5562,9697,6,14,3,4,80,0,19,10,7,0,9
No,Travel_Rarely,Research & Development,Life Sciences,1677,Male,Manager,Single,No,Y,2,Good,49,0.00%,809,1,0,3,1,3,0,36,3,4,3,1,15379,22384,4,14,3,1,80,0,23,8,7,0,0
No,Travel_Rarely,Research & Development,Medical,1623,Male,Research Scientist,Single,No,Y,2,Good,21,0.00%,546,5,0,1,1,3,0,97,3,1,4,1,3117,26009,1,18,3,3,80,0,3,2,2,2,2
No,Travel_Rarely,Research & Development,Other,1417,Male,Laboratory Technician,Single,No,Y,2,Good,26,0.00%,652,7,0,3,1,3,0,100,4,1,1,1,3578,23577,0,12,3,4,80,0,8,7,7,0,7
No,Travel_Rarely,Research & Development,Medical,1564,Male,Laboratory Technician,Single,No,Y,3,Good,35,0.00%,992,1,0,3,1,4,0,68,2,1,1,1,2450,21731,1,19,3,2,80,0,3,3,0,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1545,Male,Manufacturing Director,Single,No,Y,2,Good,33,0.00%,575,25,0,3,1,4,0,44,2,2,2,1,4320,24152,1,13,3,4,80,0,5,5,3,0,2
No,Travel_Rarely,Research & Development,Life Sciences,1883,Male,Laboratory Technician,Single,No,Y,2,Good,29,0.00%,592,7,0,3,1,4,0,59,3,1,1,1,2062,19384,3,14,3,2,80,0,11,3,2,1,2
No,Travel_Rarely,Research & Development,Technical Degree,2038,Male,Research Scientist,Single,No,Y,4,Good,32,0.00%,529,2,0,3,1,4,0,78,3,1,1,1,2439,11288,1,14,3,4,80,0,4,4,2,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1475,Male,Research Scientist,Single,No,Y,3,Avg,44,0.00%,1467,20,0,3,1,4,0,49,3,1,2,1,3420,21158,1,13,3,3,80,0,6,5,2,1,3
No,Travel_Rarely,Research & Development,Life Sciences,1860,Male,Laboratory Technician,Single,No,Y,3,Good,42,0.00%,1142,8,0,3,1,4,0,81,3,1,3,1,3968,13624,4,13,3,4,80,0,8,0,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,2007,Male,Research Scientist,Single,No,Y,2,Best,22,0.00%,581,1,0,2,1,4,0,63,3,1,3,1,3375,17624,0,12,3,4,80,0,4,3,2,1,2
No,Travel_Rarely,Research & Development,Other,1982,Male,Laboratory Technician,Single,No,Y,6,Best,23,0.00%,571,12,0,2,1,4,0,78,3,1,4,1,2647,13672,1,13,3,3,80,0,5,5,2,1,4
No,Travel_Rarely,Research & Development,Medical,1472,Male,Research Director,Single,No,Y,2,Avg,53,0.00%,447,2,0,3,1,4,0,39,4,4,2,1,16598,19764,4,12,3,2,80,0,35,9,8,8,8
No,Travel_Rarely,Sales,Life Sciences,1453,Male,Sales Executive,Divorced,No,Y,5,Good,31,0.00%,326,8,0,2,1,1,0,31,3,3,4,1,10793,8386,1,18,3,1,80,1,13,13,7,9,9
No,Travel_Rarely,Sales,Marketing,1754,Male,Sales Executive,Divorced,No,Y,2,Good,30,0.00%,979,15,0,2,1,3,0,94,2,3,1,1,7140,3088,2,11,3,1,80,1,12,7,7,1,7
No,Travel_Rarely,Sales,Life Sciences,2037,Male,Sales Executive,Divorced,No,Y,5,Good,41,0.00%,930,3,0,3,1,3,0,57,2,2,2,1,8938,12227,2,11,3,3,80,1,14,5,4,0,4
No,Travel_Rarely,Sales,Medical,1951,Male,Sales Executive,Divorced,No,Y,2,Avg,34,0.00%,1239,13,0,4,1,4,0,39,3,3,3,1,8628,22914,1,18,3,3,80,1,9,8,7,1,1
No,Travel_Rarely,Sales,Life Sciences,1497,Male,Sales Executive,Divorced,No,Y,3,Good,29,0.00%,1246,19,0,3,1,3,0,77,2,2,3,1,8620,23757,1,14,3,3,80,2,10,10,7,0,4
No,Travel_Rarely,Sales,Medical,1670,Male,Sales Executive,Divorced,No,Y,5,Good,33,0.00%,392,2,0,4,1,4,0,93,3,2,4,1,5505,3921,1,14,3,3,80,2,6,6,2,0,4
No,Travel_Rarely,Sales,Marketing,1466,Male,Sales Executive,Divorced,No,Y,3,Good,48,0.00%,1221,7,0,3,1,3,0,96,3,2,1,1,5486,24795,4,11,3,1,80,3,15,2,2,2,2
No,Travel_Rarely,Sales,Medical,1548,Male,Sales Executive,Married,No,Y,5,Best,40,0.00%,1342,9,0,2,1,1,0,47,3,2,1,1,5473,19345,0,12,3,4,80,0,9,8,4,7,1
No,Travel_Rarely,Sales,Life Sciences,1560,Male,Sales Executive,Married,No,Y,6,Bad,33,0.00%,1242,8,0,4,1,1,0,46,3,2,1,1,6392,10589,2,13,3,4,80,1,8,2,2,2,2
No,Travel_Rarely,Sales,Life Sciences,1996,Male,Sales Representative,Married,No,Y,1,Good,31,0.00%,1154,2,0,2,1,1,0,54,3,1,3,1,3067,6393,0,19,3,3,80,1,3,2,2,1,2
No,Travel_Rarely,Sales,Technical Degree,1749,Male,Sales Executive,Married,No,Y,3,Good,31,0.00%,1003,5,0,3,1,1,0,51,3,2,3,1,8346,20943,1,19,3,3,80,1,6,5,2,0,2
No,Travel_Rarely,Sales,Medical,2013,Male,Sales Representative,Married,No,Y,2,Good,32,0.00%,234,1,0,4,1,2,0,68,2,1,2,1,2269,18024,0,14,3,2,80,1,3,2,2,2,2
No,Travel_Rarely,Sales,Medical,1945,Male,Sales Executive,Married,No,Y,2,Bad,35,0.00%,682,18,0,4,1,2,0,71,3,2,1,1,5561,15975,0,16,3,4,80,1,6,5,3,0,4
No,Travel_Rarely,Sales,Technical Degree,1568,Male,Sales Executive,Married,No,Y,3,Good,30,0.00%,1288,29,0,4,1,3,0,33,3,3,2,1,9250,17799,3,12,3,2,80,1,9,4,2,1,3
No,Travel_Rarely,Sales,Life Sciences,1582,Male,Sales Executive,Married,No,Y,3,Good,38,0.00%,1245,14,0,3,1,3,0,80,3,2,2,1,9924,12355,0,11,3,4,80,1,10,9,8,7,7
No,Travel_Rarely,Sales,Life Sciences,1739,Male,Sales Executive,Married,No,Y,2,Bad,32,0.00%,371,19,0,3,1,4,0,80,1,3,3,1,9610,3840,3,13,3,3,80,1,10,4,3,0,2
No,Travel_Rarely,Sales,Life Sciences,1492,Male,Sales Representative,Married,No,Y,3,Good,35,0.00%,660,7,0,1,1,4,0,76,3,1,3,1,2404,16192,1,13,3,1,80,1,1,1,0,0,0
No,Travel_Rarely,Sales,Marketing,1446,Male,Sales Executive,Married,No,Y,3,Avg,32,0.00%,601,7,0,5,1,4,0,97,3,2,4,1,9204,23343,4,12,3,3,80,1,7,4,3,0,3
No,Travel_Rarely,Sales,Medical,1588,Male,Sales Executive,Married,No,Y,3,Good,39,0.00%,1462,6,0,3,1,4,0,38,4,3,3,1,8237,4658,2,11,3,1,80,1,11,7,6,7,6
No,Travel_Rarely,Sales,Marketing,1787,Male,Sales Executive,Married,No,Y,2,Good,37,0.00%,589,9,0,2,1,2,0,46,2,2,2,1,4189,8800,1,14,3,1,80,2,5,5,2,0,3
No,Travel_Rarely,Sales,Marketing,1908,Male,Sales Executive,Married,No,Y,1,Bad,36,0.00%,335,17,0,2,1,3,0,33,2,2,2,1,5507,16822,2,16,3,3,80,2,12,4,2,1,3
No,Travel_Rarely,Sales,Life Sciences,1995,Male,Sales Executive,Married,No,Y,3,Good,38,0.00%,1321,1,0,4,1,4,0,86,3,2,2,1,4440,7636,0,15,3,1,80,2,16,15,13,5,8
No,Travel_Rarely,Sales,Life Sciences,1479,Male,Sales Executive,Married,No,Y,2,Avg,30,0.00%,1358,16,0,1,1,4,0,96,3,2,3,1,5301,2939,8,15,3,3,80,2,4,2,1,2,2
No,Travel_Rarely,Sales,Life Sciences,1961,Male,Sales Representative,Single,No,Y,3,Avg,38,0.00%,1404,1,0,3,1,1,0,59,2,1,1,1,2858,11473,4,14,3,1,80,0,20,1,0,0,0
No,Travel_Rarely,Sales,Marketing,1975,Male,Sales Executive,Single,No,Y,3,Good,39,0.00%,119,15,0,4,1,2,0,77,3,4,1,1,13341,25098,0,12,3,1,80,0,21,20,8,11,10
No,Travel_Rarely,Sales,Medical,1740,Male,Manager,Single,No,Y,3,Avg,40,0.00%,611,7,0,4,1,2,0,88,3,5,2,1,19833,4349,1,14,3,2,80,0,21,21,8,12,8
No,Travel_Rarely,Sales,Marketing,1924,Male,Sales Executive,Single,No,Y,2,Avg,33,0.00%,217,10,0,4,1,2,0,43,3,2,3,1,5487,10410,1,14,3,2,80,0,10,10,4,0,9
No,Travel_Rarely,Sales,Medical,1650,Male,Sales Executive,Single,No,Y,2,Good,29,0.00%,469,10,0,3,1,3,0,42,2,2,3,1,5869,23413,9,11,3,3,80,0,8,5,2,1,4
No,Travel_Rarely,Sales,Medical,1836,Male,Sales Executive,Single,No,Y,4,Good,26,0.00%,572,10,0,3,1,3,0,46,3,2,4,1,4684,9125,1,13,3,1,80,0,5,5,3,1,2
No,Travel_Rarely,Sales,Other,1478,Male,Sales Executive,Single,No,Y,2,Good,34,0.00%,1326,3,0,3,1,4,0,81,1,2,1,1,4759,15891,3,18,3,4,80,0,15,13,9,3,12
No,Travel_Rarely,Sales,Life Sciences,1680,Male,Sales Representative,Single,No,Y,3,Good,20,0.00%,727,9,0,1,1,4,0,54,3,1,1,1,2728,21082,1,11,3,1,80,0,2,2,2,0,2
No,Travel_Rarely,Sales,Medical,1469,Male,Sales Executive,Single,No,Y,4,Good,28,0.00%,866,5,0,3,1,4,0,84,3,2,1,1,8463,23490,0,18,3,4,80,0,6,5,4,1,3
No,Travel_Rarely,Sales,Marketing,1708,Male,Sales Executive,Single,No,Y,3,Good,41,0.00%,918,6,0,3,1,4,0,35,3,3,3,1,9241,15869,1,12,3,2,80,0,10,10,8,8,7
No,Travel_Rarely,Sales,Marketing,1965,Male,Sales Executive,Single,No,Y,5,Good,27,0.00%,954,9,0,3,1,4,0,44,3,2,4,1,4105,5099,1,14,3,1,80,0,7,7,7,0,7
No,Travel_Rarely,Sales,Life Sciences,1602,Male,Manager,Single,No,Y,5,Bad,46,0.00%,563,1,0,4,1,4,0,56,4,4,1,1,17567,3156,1,15,3,2,80,0,27,26,0,0,12
No,Non-Travel,Research & Development,Other,1605,Female,Research Scientist,Married,Yes,Y,2,Avg,22,0.00%,457,26,0,2,1,2,1,85,2,1,3,0,2814,10293,1,14,3,2,80,0,4,4,2,1,3
No,Travel_Frequently,Research & Development,Medical,1937,Female,Research Scientist,Divorced,Yes,Y,3,Good,38,0.00%,1394,8,0,3,1,4,1,58,2,2,2,0,2133,18115,1,16,3,3,80,1,20,20,11,0,7
No,Travel_Frequently,Research & Development,Technical Degree,1646,Female,Research Scientist,Single,Yes,Y,2,Good,24,0.00%,567,2,0,1,1,1,1,32,3,1,4,0,3760,17218,1,13,3,3,80,0,6,6,3,1,3
No,Travel_Frequently,Research & Development,Life Sciences,1850,Female,Laboratory Technician,Single,Yes,Y,3,Avg,27,0.00%,1297,5,0,2,1,4,1,53,3,1,4,0,2379,19826,0,14,3,3,80,0,6,5,4,0,2
No,Travel_Rarely,Human Resources,Life Sciences,1683,Female,Human Resources,Divorced,Yes,Y,2,Good,44,0.00%,528,1,0,3,1,3,1,44,3,1,4,0,3195,4167,4,18,3,1,80,3,8,2,2,2,2
